image,inclusion_precision,inclusion_recall,inclusion_f1,gt_inclusion_objects,apparent_bg_strip_fp_components,apparent_bg_d_fp_components
0826_D-89_crop_01.jpg,0.8771929824561403,0.8992805755395683,0.8880994671403197,2,0,3
0826_D-8_crop_00.jpg,0.8824701195219123,0.8552123552123552,0.8686274509803922,6,0,14
0826_D-91_crop_02.jpg,0.31125827814569534,0.9591836734693877,0.4699999999999999,1,1,1
0826_D-94_crop_00.jpg,0.9953488372093023,0.3985102420856611,0.5691489361702128,5,0,0
0826_D-94_crop_01.jpg,0.84375,0.46551724137931033,0.6,2,0,1
0826_D-95_crop_00.jpg,0.7283464566929134,0.8409090909090909,0.7805907172995782,4,0,8
2025_3011_D_AWM-103_crop_00.jpg,0.9794871794871794,0.6025236593059937,0.74609375,12,0,1
2025_3011_D_AWM-10_crop_00.jpg,0.4807692307692308,0.5347593582887701,0.5063291139240508,7,1,3
2025_3011_D_AWM-116_crop_00.jpg,0.8947368421052632,0.8530465949820788,0.8733944954128441,6,0,2
2025_3011_D_AWM-119_crop_00.jpg,0.8694029850746269,0.797945205479452,0.8321428571428573,7,0,7
2025_3011_D_AWM-11_crop_00.jpg,0.373015873015873,0.706766917293233,0.4883116883116884,5,0,3
2025_3011_D_AWM-120_crop_00.jpg,0.9130434782608695,0.7682926829268293,0.8344370860927153,8,0,4
2025_3011_D_AWM-12_crop_00.jpg,0.7512437810945274,0.2996031746031746,0.4283687943262411,10,0,3
2025_3011_D_AWM-134_crop_00.jpg,0.8888888888888888,0.5176470588235295,0.6542750929368031,4,0,0
2025_3011_D_AWM-136_crop_00.jpg,0.35526315789473684,0.7941176470588235,0.4909090909090909,2,0,3
2025_3011_D_AWM-140_crop_00.jpg,0.8163265306122449,0.8791208791208791,0.8465608465608465,2,0,3
2025_3011_D_AWM-175_crop_00.jpg,0.2824427480916031,0.8705882352941177,0.4265129682997119,1,0,6
2025_3011_D_AWM-1_crop_00.jpg,0.8625,0.69,0.7666666666666667,4,0,2
2025_3011_D_AWM-22_crop_00.jpg,0.9025069637883009,0.8181818181818182,0.8582781456953643,8,0,8
2025_3011_D_AWM-25_crop_00.jpg,0.8,0.5895953757225434,0.6788685524126457,6,0,6
2025_3011_D_AWM-28_crop_00.jpg,0.85625,0.6954314720812182,0.7675070028011204,9,0,3
2025_3011_D_AWM-2_crop_00.jpg,0.6875,0.5919282511210763,0.6361445783132531,11,0,7
2025_3011_D_AWM-35_crop_00.jpg,0.7764705882352941,0.46261682242990654,0.5797950219619328,8,0,7
2025_3011_D_AWM-36_crop_00.jpg,0.6859504132231405,0.8137254901960784,0.7443946188340808,4,0,5
2025_3011_D_AWM-3_crop_00.jpg,0.41007194244604317,0.33727810650887574,0.3701298701298701,5,3,1
2025_3011_D_AWM-42_crop_00.jpg,0.6265912305516266,0.6392496392496393,0.6328571428571428,11,5,6
2025_3011_D_AWM-49_crop_00.jpg,0.780952380952381,0.7256637168141593,0.7522935779816513,6,2,3
2025_3011_D_AWM-4_crop_00.jpg,0.6720430107526881,0.7575757575757576,0.7122507122507121,5,0,4
2025_3011_D_AWM-54_crop_00.jpg,0.8671328671328671,0.7126436781609196,0.7823343848580441,6,0,2
2025_3011_D_AWM-62_crop_00.jpg,0.7348837209302326,0.7745098039215687,0.7541766109785203,8,0,3
2025_3011_D_AWM-63_crop_00.jpg,0.8235294117647058,0.7189189189189189,0.7676767676767676,6,3,5
2025_3011_D_AWM-69_crop_00.jpg,0.9565217391304348,0.5,0.6567164179104478,4,0,0
2025_3011_D_AWM-72_crop_00.jpg,0.8645833333333334,0.7545454545454545,0.8058252427184466,2,0,3
2025_3011_D_AWM-9_crop_00.jpg,0.8551724137931035,0.4542124542124542,0.5933014354066986,12,0,2
2025_3011_D_SHW-1_crop_00.jpg,0.7734806629834254,0.8974358974358975,0.8308605341246291,4,0,3
2025_3011_D_SHW-5_crop_00.jpg,0.7372262773722628,0.9181818181818182,0.8178137651821862,2,0,4
2025_3011_D_TS-102_crop_00.jpg,0.24615384615384617,0.8205128205128205,0.378698224852071,3,2,5
2025_3011_D_TS-104_crop_00.jpg,0.78125,0.7352941176470589,0.7575757575757576,4,0,3
2025_3011_D_TS-105_crop_00.jpg,0.704225352112676,0.5154639175257731,0.5952380952380952,7,0,4
2025_3011_D_TS-118_crop_00.jpg,0.7966101694915254,0.7230769230769231,0.7580645161290323,5,0,3
2025_3011_D_TS-131_crop_00.jpg,0.22556390977443608,0.6382978723404256,0.33333333333333337,3,1,3
2025_3011_D_TS-136_crop_00.jpg,0.71,0.797752808988764,0.7513227513227513,5,0,5
2025_3011_D_TS-138_crop_00.jpg,0.6615384615384615,0.4574468085106383,0.540880503144654,6,0,6
2025_3011_D_TS-147_crop_00.jpg,0.5681818181818182,0.5952380952380952,0.5813953488372093,2,0,0
2025_3011_D_TS-15_crop_00.jpg,0.9206349206349206,0.7341772151898734,0.8169014084507041,6,0,1
2025_3011_D_TS-16_crop_00.jpg,0.20642201834862386,0.6338028169014085,0.3114186851211073,3,1,2
2025_3011_D_TS-172_crop_00.jpg,0.0,0.0,0.0,0,0,1
